utterance_id,room_x,room_y,room_z,micL_x,micL_y,micR_x,micR_y,mic_z,s1_x,s1_y,s1_z,s2_x,s2_y,s2_z,T60
01to030v_0.76421_20ga010m_-0.76421.wav,7.08138224685824,5.324865769546664,3.7118322475253525,3.5650741531740353,2.451513941708819,3.4523363807890366,2.550459354324403,1.3499757856423398,3.9010225355504353,3.0752145211627404,1.584775786925711,2.606430918506116,4.195860356334036,1.7413818726663375,0.33133931533263233
40ec020o_1.3218_20ca010n_-1.3218.wav,8.177853552211749,7.195295156438011,3.974844616369338,3.9281000025965334,3.600868411334618,3.9926633857540406,3.747263662470906,0.9494777479040791,4.645208332259108,4.839104263890616,1.0847086648346287,5.223234814381523,5.046939905626299,1.0154396148845772,0.6145517849244361
20lo010m_0.13154_01mc020p_-0.13154.wav,7.435013417644763,6.234967506766786,3.9521116629783286,3.5333257003351437,3.1347895817676807,3.540029751642441,2.9849394710033934,1.7707346191948452,5.2676439688203525,3.7081473717200866,1.617053113581444,2.2435105983765906,3.9791682317145973,1.1414141521220107,0.5336417100654504
02bc0206_1.1297_01ta0107_-1.1297.wav,8.564004806557486,5.739851018741733,3.7265140577052978,4.330480833613576,3.044903592601055,4.213824350344888,2.9506100885226596,0.9397356687937335,3.270291250346697,1.3096069113825914,0.9818675834912298,4.757696331196569,4.145064707854714,1.139359940295428,0.9469190160456221
01ea010c_0.67547_20la010h_-0.67547.wav,6.617882469136861,5.667027265940421,3.0737281674293246,3.1976996830933606,2.8501486886569194,3.2998404068006115,2.9599998268420067,1.683077397446632,2.03682551329177,1.8363350604304307,1.7480477195916424,4.051774032005256,2.6899098022382306,0.9095937241898976,0.6910782934622124
20ba010t_0.66115_025o0304_-0.66115.wav,7.3466918245240995,5.261102620830933,3.4148368189159575,3.6894818543542005,2.5987561000624537,3.832618129344814,2.6436114986429087,1.2672679591484037,2.53580613354622,1.6492382026212942,1.757057386896806,3.386121959068708,3.9636539977473584,1.359414926204019,0.3937997144561073
40oo030x_1.0228_016a010p_-1.0228.wav,8.696632657312133,5.2256808433926025,3.906802057152716,4.449593901000373,2.34774738831652,4.556918845377647,2.479585760251307,1.7783015231256976,3.601992264206877,2.611244171079541,1.5164107284667252,5.016419946645757,3.627849669950723,0.9069405576493382,0.23443117502158284
408c021e_1.5868_406a010d_-1.5868.wav,8.95357281976461,9.626796452952924,3.990654981125762,4.361474829967225,4.93212276765152,4.334511973120181,5.079679551130442,0.9198594986415676,3.123033218759523,3.4566412993844855,0.9328290516887262,5.0349414686983245,4.430181337222551,1.067301192851769,0.47103584138722376
40fc0201_1.9564_017o030p_-1.9564.wav,9.638046559363081,9.382119256410665,3.8679423701080293,4.709580583435555,4.734807273945512,4.6080178616078875,4.845193022731104,1.296583915642254,5.353844954648457,4.764833562082249,1.2281124735977564,5.144367014003086,3.7433240021506684,1.1636302504644942,0.452622228775639
01go0313_0.87834_40lc020q_-0.87834.wav,5.140277854115552,6.765475209883888,3.032291559229542,2.4638455715552663,3.2228524858144083,2.4476230392630436,3.3719726703838613,1.7866235325625173,1.8228853250748627,4.674906792770802,1.526787604880706,1.103253683090309,3.4084286014377185,1.5845892027299828,0.287854622833972
